Event ID,Event Date,Brief Description,What happened,Event Location,Latitude,Longitude,NZ Region,Where Happened,Sector,Number of Injured Persons,Vessel Type,Safety System,Country Flag,Gross Tonnage,Length Overall,Year of Build
EVT-2414,12/12/2020,Crew member was cleaning the outfeed conveyor to the heading machine. Their hand was drawn into the gap between the conveyor belt and roller and the stationary outfeed conveyor. This resulted in a fractured forearm. ,Injury,Taranaki Coast,-39.45839,172.3579,NULL,Offshore,Domestic Commercial,1,Trawler,MOSS,New Zealand,4407,104.5,1999
EVT-2417,12/12/2020,Light contact was made while coming alongside vessel during a bylaw patrol. A gust of wind caused the bow roller to make contact with the bow railing. ,Contact," Turihaua, Pouawa ",-38.675,178.023333,Gisborne,In harbour,Domestic Commercial,0,Power Boat,Pleasure - No System,New Zealand,NULL,6.1,NULL
EVT-2417,12/12/2020,Light contact was made while coming alongside vessel during a bylaw patrol. A gust of wind caused the bow roller to make contact with the bow railing. ,Contact," Turihaua, Pouawa ",-38.675,178.023333,Gisborne,In harbour,Domestic Commercial,0,Workboat,MOSS,New Zealand,NULL,6.12,2020
EVT-2420,12/12/2020,"During routine unman to manned period checks, crew observed that EGCS system PLC had been frozen, sea water pump stopped and funnel damper positions changed to atmosphere without given any alarm",Propulsion failure,On the way to Lyttelton,NULL,NULL,Outside 200NM,Beyond Offshore,International Commercial,0,Oil Tanker,ISM,Marshall Islands,29785,183.12,2014
EVT-2416,13/12/2020,"Boat sank at anchor, probable cause is a failed bilge pump. ",Dragged anchor,"Home Bay, Motutapu",-36.76675,174.93045,Auckland,Inshore,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,5.85,NULL
EVT-2418,13/12/2020,Pilot ladder not up to standard. The ladder appeared well-used and the chocks and steps were loose. ,Pilot Ladder Standards,Wellington Harbour,-41.281946,174.792442,Wellington,At berth,International Commercial,0,Bulk carrier,ISM,Panama,23232,180,2018
EVT-2419,13/12/2020,Crew member fell approximately 2.5m from the bow of boat. They were taken to hospital where surgery was required. ,Injury,Kawau ,-36.39415,174.71664,Auckland,At berth,Domestic Commercial,1,Workboat,MOSS,New Zealand,NULL,10.22,2009
EVT-2421,14/12/2020,Fatal medical event during a commercial operation.,Medical Event,Little Barrier Island,-36.21554,175.14416,Auckland,Inshore,Domestic Commercial,0,Trawler,MOSS,New Zealand,60,19.86,1977
EVT-2430,14/12/2020,"The boat 'dug in' before popping over the wave. This caused a jolt as the crew member's foot caught in foot strap, causing crew member to sustain a fractured foot. ",Injury,"Little Waihi, Pukehina ",-37.75905,176.47884,Bay of Plenty,Inshore,Domestic Commercial,1,Dinghy,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2609,14/12/2020,"Vessel struck by a large wave in bad weather, causing a box pallet to slide across the deck, striking a deckhand and fracturing their ankle.",Injury,Waikawa Bay,-41.26520889,174.041701,Marlborough,Inshore,Domestic Commercial,1,Line fishing vessel,MOSS,New Zealand,NULL,23.78,1980
EVT-2422,15/12/2020,"When leaving berth, Chief Engineer called to bridge to ask if engine could be stopped due to an issue with a pipe. Vessel could not be stopped, and proceeded at a slow speed. No conclusion was found from the issue regarding the pipe. ",Equipment failure,Bluff,-46.589765,168.33652,Southland,In harbour,International Commercial,0,General cargo/multi-purpose ship,ISM,Singapore,21181,176.83,2015
EVT-2426,15/12/2020,"A hatchman was working the vessel, while looking up at a container stack, leaned back against a handrail, which broke through. The handrail was rusted through and had not been maintained to an adequately safe standard. No injuries were sustained.",Equipment failure,"Primeport, Timaru",-44.39311,171.25771,Canterbury,At berth,International Commercial,0,Container ship,ISM,Denmark,34202,237.36,2003
EVT-2427,15/12/2020,Extremely bright white light was seen. Officer approached that vessel and skipper stated they were still getting used to their boat and they didn’t think the radar was working very well. ,Unsafe Operation or Act,Auckland Harbour,-36.834823,174.775743,Auckland,In harbour,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2432,15/12/2020,A rescue operation was launched after a boat capsized off the South Taranaki coast and three people were thrown into the water.,Capsize,Patea River Mouth,-39.49441,174.49683,Taranaki,River,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2424,16/12/2020,Master was relieved of command. Chief Officer took command and indicated indisposition was for the influence of alcohol. ,Certification Breach,Chelsea Sugar Refinery – Auckland,-36.8208,174.72564,Auckland,At berth,International Commercial,0,Bulk carrier,ISM,Hong Kong,16978,169.26,2001
EVT-2428,16/12/2020,"While manoeuvring the hatch, crew member misplaced their foot and fell into the engine room. This lead to them injuring their hip, ribs and back. The ambulance took them to the hospital for treatment. ",Injury,"Jetty 3, Lyttelton Port ",-43.606512,172.718521,Canterbury,At berth,Domestic Commercial,1,Passenger Ferry,MOSS,New Zealand,NULL,15.84,1963
EVT-2438,16/12/2020,A large vessel raced at very high speed causing damage to a boat which was tied to the wharf.,Contact,Tamaki Marina,-36.91968,174.85794,Auckland,Marina/boat ramp,Recreational,0,Pleasure Launch,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2429,17/12/2020,"On hauling an approximately 60 ton cod end onto the vessel, one of the strops that was used to drag the cod end onto the deck of the vessel snapped, smashing the bridge window facing the stern of the vessel. No injuries occurred. ",Equipment failure,South of Stewart Island,-48.29861111,168.2344444,NULL,Offshore,Domestic Commercial,0,Trawler,MOSS,New Zealand,819,57.82,1983
EVT-2467,17/12/2020,"Vessel struck an unknown submerged object while travelling at approx. 20 knots. After hearing a bang, they slowed down and checked for visual damage and water ingress. Damage was noticed to the strut on the foil between the two hulls.  ",Equipment failure,Whakatane river ,-37.94794,176.98167,Bay of Plenty,River,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,9.4,2001
EVT-2431,18/12/2020,A large fire aboard a ship at Napier Port forced the evacuation of crew undertaking their 14-day Covid-19 isolation period.,Explosion,Napier Port,-39.472856,176.920652,Hawke's Bay,At berth,International Commercial,0,General cargo/multi-purpose ship,ISM,Singapore,18189,175,2011
EVT-2433,19/12/2020,Pilot ladder not up to standards. The pilot ladder was  not affixed to ship's side 1.5m above the gangway.,Pilot Ladder Standards,Otago Port,-45.813694,170.628571,Otago,In harbour,International Commercial,0,Tanker,ISM,Marshall Islands,29917,NULL,2019
EVT-2435,19/12/2020,"Vessel was going in at 5 knots, 50 to 60 metres from shore and a passenger chose to dive in from vessel and swim to shore, closely monitored by the crew. ",Person Overboard,The narrows Frankton arm Queenstown ,-45.02885,168.73231,Otago,River,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,22.52,1994
EVT-2441,19/12/2020,"A commercial vessel attempted a dangerous overtake manoeuvre on another vessel before clearing the rock wall while exiting Picton marina. Vessel ended up overtaking just past the rock wall, causing a near miss. ",Near miss/close quarters,Picton Marina,-41.288715,174.009892,Marlborough,Marina/boat ramp,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,85,15.2,1985
EVT-2441,19/12/2020,"A commercial vessel attempted a dangerous overtake manoeuvre on another vessel before clearing the rock wall while exiting Picton marina. Vessel ended up overtaking just past the rock wall, causing a near miss. ",Near miss/close quarters,Picton Marina,-41.288715,174.009892,Marlborough,Marina/boat ramp,Domestic Commercial,0,Scheduled Tourism Activity,MOSS,New Zealand,NULL,12.92,1995
EVT-2494,19/12/2020,Fishing charter passenger collapsed in warm weather. Crew placed them in a shaded spot at the front of the boat and provided them with cold water.,Medical Event,Waheke,-36.76883468,175.0372984,Auckland,Inshore,Domestic Commercial,1,Charter fishing vessel,MOSS,New Zealand,NULL,7.48,2018
EVT-2434,20/12/2020,"Vessel passed at speed, causing a dangerous wake. Damage was seen to at least two boats tied to their mooring on the river bank.",Speeding,"1H Taupo Key, Whanganui River ",-39.00764,175.57158,Manawatu-Wanganui,River,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-2437,20/12/2020,Vessel hit a boat that was tied to the pontoons. No one was at the boat and they were unaware of and damage caused. ,Contact,Whareroa boat ramp ,-37.66894,176.18112,Bay of Plenty,Marina/boat ramp,Recreational,0,Personal Water Craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2464,21/12/2020,A yacht moored close to a beach at Le Bons Bay sunk. It was unknown what caused the yacht to sink. ,Foundered,"Le Bons Bay, Banks Peninsula",-43.73911,173.09668,Canterbury,In harbour,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2463,22/12/2020,Three people aboard a boat were rescued after they got into trouble off the coast of Dunedin ,Person Overboard,"Green Island, Dunedin",-45.90427,170.41326,Otago,River,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2439,23/12/2020,Vessel was fumigated and after 8 hours found leakage of gas from Hold no. 5. Ship crew managed to control the situation by sealing leakage areas. ,Chemical or harmful substance spill,New Plymouth Harbour,-39.05534,174.03513,Taranaki,In harbour,International Commercial,0,Bulk carrier,ISM,Hong Kong,24785,179.99,2016
EVT-2440,23/12/2020,Witness reported an unattended vessel which was grounded on the beach.,Grounding,St. Heliers beach,-36.85008,174.85607,Auckland,Marina/boat ramp,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2442,23/12/2020,"Skipper lost board control in the surf break. When trying to recover their board, a wave pushed the board into their forearm, causing an injury. ",Injury,Main Beach Mount Maunganui ,-37.65166,176.21112,Bay of Plenty,Inshore,Recreational,1,Stand-up-paddleboard,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2444,23/12/2020,Assistance received and safe transfer was done after a vessel was located aground with two passengers on board.,Grounding,"Achilles Point, Auckland",-36.84246,174.86064,Auckland,Inshore,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,389,34,2016
EVT-2458,23/12/2020,"Shore breaking wave caused the vessel to flip. No injuries, the engine was reinstated and working fine. ",Capsize,Tairua Beach,-36.99473,175.86316,Waikato,Inshore,Recreational,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-2456,24/12/2020,A report was made after a couple of people were swimming in the river near the boat ramp in Ngaruawahia when a jet boat came too close and too fast to them in a 5 knot zone. ,Near miss/close quarters,"Waikato Esplanade, Ngaruawahia",-37.66312,175.1497,Waikato,River,Recreational,0,Jetboat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-2445,26/12/2020,Reports were made after a vessel was engulfed in fire and expected to sink. The cause was unknown and no people were onboard.,Fire,"Moturua Island, Motukiekie, Bay of Island ",-35.2192,174.19758,Northland,Inshore,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,18.5,NULL
EVT-2446,26/12/2020,Crew member leant into a fishing rod and got a hook stuck in their forearm. Skipper stopped the vessel and cut the line that was attached to the hook. They were taken to the medical centre.,Injury,"Castle island, Whitianga ",-36.86894,175.88795,Waikato,Inshore,Domestic Commercial,1,Charter passenger vessel,MOSS,New Zealand,NULL,8.9,2006
EVT-2490,26/12/2020,"A call was received for a vessel with four people on board that lost the use of one engine while in Cook Strait. They briefly struck rocks but became free without sustaining obvious damage, but needed navigation assistance. The vessel was towed in. ",Propulsion failure,Cook Strait,-41.37266,174.5427,Wellington,Inshore,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,18.34,NULL
EVT-2534,26/12/2020,"The skipper encountered steering failure on the outboard engines as they were reversing. Hydraulic oil leaking from port engine ram fitting, with a split in the hose to the port engine steering ram. Vessel was anchored and then towed back to berth",Equipment failure,Moutohora Island (Whale Island),-37.856049,176.967255,Bay of Plenty,Inshore,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,NULL,12.4,2006
EVT-2453,28/12/2020,Skipper failed to notice foul ground ahead approx. 1.3 metres underwater which was marked on the chart. Vessel rode up onto the submerged foul ground and settled slightly nose down. The vessel waited for the tide to rise until it could float off.,Hit submerged object,Waiheke Island Channel,-36.813205,175.18687,Auckland,Inshore,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,18,NULL
EVT-2447,29/12/2020,"Pilot ladder not up to standards. Pilot ladder was secured to ships structure independently from lower gangway platform, however the pilot ladder and gangway were not secured to ships side.",Pilot Ladder Standards,Napier Port,-39.472856,176.911466,Hawke's Bay,In harbour,International Commercial,0,Container ship,ISM,Marshall Islands,41359,264.04,2005
EVT-2448,29/12/2020,The coach boat propelled forward and crashed into two of the rowing skiffs damaging both skiffs. All rowers were unharmed and safety flotation devices were utilised to ensure rowers were safe before two were pulled onto the coach boat. ,Collision, Matapihi rail bridge on the Memorial park ,-37.6876,176.1711,Bay of Plenty,In harbour,Recreational,0,Dinghy,Pleasure - No System,New Zealand,NULL,NULL,NULL
